<<<<<<< HEAD
,Article identifier (PMID),DrugProt relation,Interactor argument 1,Interactor argument 2
13443,16763553,5,T15,T26
13444,16763553,5,T15,T27
13445,16763553,5,T14,T26
13446,16763553,5,T14,T27
13447,16763553,7,T14,T28
13448,16763553,7,T15,T28
13449,16763553,7,T14,T29
13450,16763553,7,T15,T29
13451,10464780,10,T3,T9
13452,10464780,10,T3,T10
13453,9480923,0,T16,T40
13454,9480923,0,T12,T30
13455,9480923,0,T13,T33
13456,9480923,0,T14,T37
13457,9480923,0,T4,T21
13458,9480923,0,T8,T27
13459,9480923,10,T6,T24
13460,20557886,8,T28,T48
13461,20557886,8,T29,T48
13462,20557886,5,T17,T46
13463,20557886,5,T18,T46
13464,20557886,5,T19,T46
13465,20557886,5,T20,T46
13466,20557886,5,T21,T46
13467,20557886,5,T17,T47
13468,20557886,5,T18,T47
13469,20557886,5,T19,T47
13470,20557886,5,T20,T47
13471,20557886,5,T21,T47
13472,20557886,4,T2,T37
13473,20557886,4,T4,T38
13474,20557886,8,T7,T39
13475,20557886,6,T10,T40
13476,20557886,6,T10,T41
13477,20557886,6,T10,T42
13478,23288051,11,T1,T15
13479,23288051,11,T1,T16
13480,23288051,11,T2,T15
13481,23288051,11,T2,T16
13482,16617454,7,T3,T13
13483,16617454,7,T3,T14
13484,16617454,7,T3,T15
13485,16617454,7,T3,T16
13486,16617454,7,T3,T17
13487,16617454,7,T3,T18
13488,9859690,0,T9,T16
13489,19690271,10,T3,T17
13490,19690271,10,T3,T18
13491,19690271,10,T4,T17
13492,19690271,10,T4,T18
13493,23530018,11,T11,T30
13494,23530018,11,T12,T30
13495,23530018,8,T15,T32
13496,23530018,11,T17,T32
13497,23530018,8,T19,T33
13498,23530018,11,T20,T33
13499,23530018,8,T21,T34
13500,23530018,11,T22,T34
13501,23332762,9,T1,T24
13502,23332762,9,T2,T24
13503,23332762,9,T3,T25
13504,7678677,4,T14,T19
13505,7678677,4,T15,T19
13506,7678677,4,T10,T18
13507,7678677,4,T11,T18
13508,7678677,4,T3,T17
13509,7678677,4,T4,T17
13510,7678677,1,T6,T17
13511,7678677,8,T13,T16
13512,7678677,8,T1,T16
13513,2484931,6,T3,T10
13514,14693528,8,T4,T34
13515,14693528,8,T10,T33
13516,14693528,8,T7,T34
13517,14693528,8,T14,T34
13518,14693528,8,T17,T34
13519,14693528,8,T20,T34
13520,14693528,8,T21,T34
13521,10673876,6,T3,T10
13522,19019313,8,T5,T11
13523,19019313,5,T2,T9
13524,19019313,7,T2,T10
13525,23416003,8,T3,T11
13526,23416003,8,T3,T12
13527,23416003,8,T1,T9
13528,23416003,8,T1,T10
13529,14506273,9,T14,T46
13530,14506273,9,T15,T46
13531,14506273,9,T17,T48
13532,14506273,9,T17,T49
13533,14506273,11,T8,T38
13534,14506273,11,T8,T39
13535,14506273,11,T8,T40
13536,14506273,11,T10,T41
13537,14506273,11,T11,T41
13538,7875228,4,T24,T39
13539,7875228,0,T6,T34
13540,7875228,0,T7,T34
13541,23404739,5,T3,T25
13542,23404739,5,T3,T26
13543,23404739,8,T5,T28
13544,23404739,8,T6,T29
13545,23404739,8,T7,T29
13546,23404739,8,T8,T29
13547,23386029,6,T3,T13
13548,23386029,6,T3,T14
13549,23432586,8,T4,T13
13550,23432586,8,T5,T13
13551,23432586,8,T6,T13
13552,23432586,8,T7,T13
13553,23432586,11,T8,T13
13554,23432586,11,T1,T11
13555,17370997,11,T3,T22
13556,17370997,11,T3,T23
13557,17370997,11,T6,T22
13558,17370997,11,T6,T23
13559,17370997,11,T6,T25
13560,17370997,11,T3,T25
13561,17370997,11,T16,T27
13562,2858236,4,T21,T25
13563,2858236,1,T13,T24
13564,2858236,8,T12,T24
13565,10773011,7,T22,T40
13566,10773011,8,T1,T25
13567,10773011,8,T1,T26
13568,10773011,8,T4,T27
13569,10773011,8,T5,T29
13570,10773011,8,T6,T30
13571,9013583,8,T1,T19
13572,9013583,5,T5,T17
13573,9013583,5,T5,T18
13574,9013583,0,T5,T17
13575,9013583,0,T5,T18
13576,9013583,0,T6,T20
13577,9013583,5,T7,T21
13578,9013583,5,T8,T21
13579,9013583,5,T9,T21
13580,15224175,4,T38,T61
13581,15224175,4,T39,T62
13582,15224175,5,T36,T60
13583,12142814,0,T1,T18
13584,23403272,0,T19,T33
13585,23403272,0,T19,T34
13586,23403272,6,T10,T29
13587,23403272,6,T10,T30
13588,23403272,7,T10,T31
13589,23403272,7,T10,T32
13590,23403272,7,T18,T21
13591,23403272,7,T2,T24
13592,23403272,8,T3,T26
13593,23403272,8,T4,T26
13594,23403272,0,T5,T26
13595,23403272,0,T6,T28
13596,23403272,0,T6,T27
13597,23291323,11,T10,T15
13598,23291323,11,T10,T14
13599,23541637,7,T14,T38
13600,23541637,7,T14,T39
13601,23541637,0,T6,T25
13602,23541637,0,T6,T26
13603,18055877,8,T14,T34
13604,18055877,8,T14,T35
13605,18055877,8,T14,T36
13606,18055877,8,T1,T22
13607,18055877,6,T10,T23
13608,18055877,6,T11,T23
13609,18055877,6,T12,T23
13610,18055877,6,T10,T24
13611,18055877,6,T11,T24
13612,18055877,6,T12,T24
13613,18055877,6,T10,T25
13614,18055877,6,T11,T25
13615,18055877,6,T12,T25
13616,18055877,8,T13,T33
13617,18055877,8,T13,T15
13618,18055877,8,T13,T16
13619,18055877,8,T2,T17
13620,18055877,8,T2,T18
13621,18055877,8,T2,T19
13622,18055877,8,T6,T21
13623,18055877,8,T5,T21
13624,10480573,8,T2,T9
13625,10480573,8,T2,T13
13626,15109613,8,T3,T10
13627,11350861,4,T30,T41
13628,11350861,5,T15,T35
13629,11350861,5,T16,T35
13630,11350861,1,T14,T36
13631,11350861,4,T17,T37
13632,11350861,4,T18,T37
13633,11350861,4,T19,T37
13634,11350861,4,T20,T37
13635,11350861,8,T21,T38
13636,11350861,1,T23,T38
13637,11350861,1,T24,T38
13638,11350861,5,T25,T39
13639,11350861,5,T26,T39
13640,11350861,4,T9,T33
13641,11350861,4,T13,T36
13642,10735801,8,T20,T30
13643,10735801,8,T9,T29
13644,10735801,8,T10,T25
13645,10735801,8,T10,T26
13646,10735801,8,T10,T27
13647,10735801,8,T10,T28
13648,10735801,8,T2,T21
13649,10735801,4,T5,T22
13650,23201003,6,T2,T22
13651,23201003,6,T2,T23
13652,23201003,6,T8,T24
13653,14633536,4,T13,T17
13654,14633536,4,T14,T17
13655,23380305,3,T19,T25
13656,23380305,4,T12,T21
13657,23380305,4,T13,T21
13658,23380305,4,T19,T25
13659,23380305,7,T19,T24
13660,23380305,7,T12,T22
13661,23380305,7,T13,T22
13662,23380305,7,T6,T20
13663,23234812,7,T4,T22
13664,23234812,6,T4,T23
13665,23234812,6,T4,T24
13666,17202804,0,T26,T69
13667,17202804,4,T25,T69
13668,17202804,0,T3,T34
13669,17202804,0,T5,T41
13670,17202804,0,T6,T45
13671,10874136,11,T8,T27
13672,10874136,10,T9,T27
13673,10874136,10,T12,T28
13674,10874136,5,T13,T28
13675,10874136,11,T13,T29
13676,10874136,0,T1,T25
13677,23131798,1,T4,T10
13678,23131798,1,T1,T7
13679,23131798,1,T2,T8
13680,23270704,11,T11,T29
13681,23270704,8,T10,T27
13682,23270704,8,T11,T27
13683,23270704,8,T1,T13
13684,23270704,8,T2,T13
13685,23270704,8,T9,T25
13686,17038304,11,T24,T36
13687,17038304,11,T24,T35
13688,17038304,11,T8,T32
13689,17038304,11,T9,T32
13690,17038304,11,T10,T32
13691,15481543,11,T10,T24
13692,15481543,11,T11,T24
13693,15481543,11,T12,T24
13694,15481543,11,T13,T24
13695,15481543,11,T10,T25
13696,15481543,11,T11,T25
13697,15481543,11,T13,T25
13698,15481543,11,T12,T25
13699,15481543,10,T14,T24
13700,15481543,10,T14,T25
13701,15481543,10,T15,T24
13702,15481543,10,T15,T25
13703,15481543,10,T16,T24
13704,15481543,10,T16,T25
13705,23547776,8,T1,T10
13706,10864881,4,T35,T47
13707,10864881,5,T35,T46
13708,10864881,4,T1,T38
13709,10864881,5,T22,T43
13710,10864881,5,T24,T43
13711,10864881,5,T32,T45
13712,10864881,5,T16,T39
13713,10864881,4,T25,T44
13714,10864881,4,T26,T44
13715,10864881,4,T27,T44
13716,10864881,4,T28,T44
13717,10864881,4,T29,T44
13718,10864881,4,T30,T44
13719,10864881,4,T31,T44
13720,15509185,1,T18,T42
13721,15509185,1,T23,T42
13722,15509185,11,T9,T38
13723,15509185,11,T10,T38
13724,15509185,11,T11,T39
13725,15509185,11,T11,T40
13726,15509185,11,T12,T41
13727,20517484,8,T1,T8
13728,20517484,8,T1,T9
13729,20517484,8,T3,T10
13730,23411280,10,T8,T12
13731,23411280,10,T8,T15
13732,23411280,10,T10,T12
13733,23411280,10,T10,T15
13734,23411280,8,T3,T14
13735,23432095,8,T11,T31
13736,23432095,8,T11,T32
13737,23432095,8,T11,T30
13738,23432095,10,T4,T14
13739,23432095,11,T5,T16
13740,23432095,8,T6,T19
13741,23432095,8,T6,T20
13742,23432095,8,T7,T24
13743,23432095,10,T8,T25
13744,23432095,5,T9,T29
13745,23432095,5,T10,T29
13746,23081912,1,T11,T36
13747,23081912,1,T12,T36
13748,23081912,8,T17,T39
13749,23081912,11,T16,T38
13750,23081912,4,T2,T23
13751,23081912,7,T3,T25
13752,23081912,7,T4,T25
13753,8760245,0,T30,T47
13754,8760245,0,T5,T38
13755,8760245,8,T3,T38
13756,8760245,8,T4,T38
13757,8760245,0,T8,T39
13758,8760245,11,T11,T39
13759,8760245,8,T12,T39
13760,8760245,11,T18,T42
13761,8760245,11,T19,T42
13762,19337422,8,T1,T15
13763,19337422,7,T8,T16
13764,19337422,0,T8,T17
13765,19337422,11,T11,T18
13766,17429625,8,T18,T30
13767,17429625,8,T19,T30
13768,17429625,8,T18,T31
13769,17429625,8,T19,T31
13770,17429625,8,T18,T32
13771,17429625,8,T18,T32
13772,17429625,8,T18,T33
13773,17429625,8,T19,T33
13774,17429625,8,T17,T26
13775,17429625,8,T6,T26
13776,17429625,8,T17,T27
13777,17429625,8,T6,T27
13778,17429625,8,T17,T28
13779,17429625,8,T6,T28
13780,17429625,8,T17,T29
13781,17429625,8,T6,T29
13782,16818276,11,T15,T34
13783,16818276,11,T15,T35
13784,17659402,8,T6,T28
13785,17659402,8,T6,T29
13786,17659402,8,T2,T23
13787,17659402,5,T3,T24
13788,17659402,5,T4,T25
13789,23313794,8,T8,T26
13790,23313794,8,T8,T27
13791,23313794,8,T8,T28
13792,23313794,8,T8,T29
13793,23313794,0,T8,T30
13794,23313794,0,T8,T31
13795,23313794,7,T2,T20
13796,23313794,7,T2,T21
13797,23313794,6,T2,T22
13798,23313794,6,T16,T32
13799,23313794,7,T16,T33
13800,23313794,7,T16,T19
13801,19683471,9,T3,T30
13802,19683471,9,T3,T27
13803,19683471,9,T1,T5
13804,19683471,9,T1,T14
13805,19683471,9,T2,T16
13806,20360896,8,T1,T7
13807,20360896,8,T2,T7
13808,20360896,8,T3,T7
13809,20360896,8,T4,T7
13810,23022324,7,T5,T13
13811,23022324,6,T5,T14
13812,23022324,6,T5,T15
13813,17673606,4,T23,T33
13814,17673606,4,T1,T25
13815,17673606,4,T3,T25
13816,17673606,4,T1,T27
13817,17673606,4,T3,T27
13818,17673606,5,T5,T29
13819,17673606,5,T6,T29
13820,17673606,5,T7,T30
13821,17673606,5,T8,T30
13822,17673606,4,T18,T32
13823,17673606,4,T19,T32
13824,17673606,4,T20,T32
13825,17673606,4,T22,T32
13826,17673606,4,T11,T30
13827,17673606,4,T12,T30
13828,17673606,4,T13,T30
13829,17673606,4,T15,T30
13830,17673606,4,T16,T30
13831,17673606,4,T17,T30
13832,17673606,4,T9,T30
13833,17673606,4,T10,T30
13834,23628762,9,T1,T13
13835,12652111,8,T34,T51
13836,12652111,8,T5,T51
13837,12652111,8,T10,T45
13838,12652111,8,T15,T45
13839,12652111,8,T18,T46
13840,12652111,8,T19,T46
13841,12652111,8,T21,T47
13842,12652111,8,T21,T48
13843,12652111,8,T23,T48
13844,12652111,8,T24,T49
13845,12652111,8,T24,T50
13846,12652111,8,T1,T52
13847,12652111,8,T9,T42
13848,12652111,8,T7,T41
13849,12652111,8,T8,T41
13850,12652111,8,T13,T44
13851,12652111,8,T14,T44
13852,12652111,8,T20,T48
13853,12652111,8,T4,T52
13854,17827008,4,T1,T7
13855,17827008,4,T4,T7
13856,17827008,4,T6,T8
13857,17827008,4,T5,T8
13858,23598442,0,T12,T34
13859,23598442,7,T8,T29
13860,23598442,7,T11,T32
13861,23598442,7,T11,T33
13862,23566884,6,T18,T41
13863,23566884,6,T15,T33
13864,23566884,6,T15,T34
13865,23566884,6,T15,T35
13866,23566884,7,T15,T36
13867,23566884,7,T15,T37
13868,23566884,7,T15,T38
13869,23566884,7,T15,T39
13870,23566884,8,T17,T40
13871,23566884,8,T17,T19
13872,23566884,8,T17,T20
13873,23566884,6,T2,T21
13874,23566884,6,T2,T22
13875,23566884,8,T3,T23
13876,23566884,8,T4,T24
13877,23566884,8,T4,T25
13878,23566884,8,T5,T26
13879,23566884,8,T6,T27
13880,23566884,6,T7,T29
13881,10831596,11,T1,T39
13882,10831596,11,T10,T33
13883,9094999,5,T5,T21
13884,9094999,5,T7,T23
13885,9094999,5,T1,T12
13886,1475066,0,T10,T28
13887,1475066,0,T11,T28
13888,1475066,0,T12,T28
13889,1475066,0,T13,T28
13890,1475066,8,T6,T29
13891,1475066,8,T7,T29
13892,1475066,8,T8,T29
13893,1475066,8,T9,T29
13894,18073378,8,T7,T13
13895,18073378,8,T6,T12
13896,18073378,8,T9,T15
13897,23291264,7,T13,T30
13898,23291264,6,T13,T31
13899,23291264,7,T13,T31
13900,23291264,7,T12,T23
13901,23291264,7,T12,T24
13902,23291264,7,T12,T25
13903,23291264,7,T12,T26
13904,23291264,7,T12,T27
13905,23291264,7,T12,T28
13906,23291264,7,T12,T29
13907,23291264,7,T14,T32
13908,23291264,7,T14,T33
13909,23291264,7,T14,T34
13910,23291264,7,T1,T36
13911,23291264,7,T5,T16
13912,23291264,7,T6,T17
13913,23291264,7,T6,T18
13914,23291264,7,T8,T20
13915,23291264,7,T8,T21
13916,20222714,8,T1,T4
13917,20222714,8,T2,T4
13918,20222714,8,T3,T4
13919,23276728,8,T4,T19
13920,23276728,8,T4,T20
13921,12713596,10,T13,T26
13922,12713596,10,T11,T20
13923,12713596,10,T11,T23
13924,12713596,10,T5,T16
13925,12713596,10,T7,T17
13926,12713596,10,T7,T18
13927,12713596,8,T9,T22
13928,12713596,8,T10,T24
13929,12713596,10,T12,T21
13930,12713596,10,T12,T22
13931,12713596,10,T12,T24
13932,12713596,10,T4,T15
13933,17853709,9,T1,T15
13934,17853709,9,T2,T15
13935,17853709,9,T1,T16
13936,17853709,9,T2,T16
13937,17202666,4,T14,T22
13938,17202666,4,T14,T23
13939,17202666,4,T6,T20
13940,17202666,4,T6,T16
13941,17959709,5,T1,T11
13942,17959709,5,T1,T14
13943,17959709,5,T6,T11
13944,17959709,5,T6,T14
13945,17959709,8,T9,T18
13946,17959709,5,T2,T10
13947,17959709,5,T3,T12
13948,17959709,5,T4,T15
13949,17959709,5,T5,T15
13950,17959709,5,T7,T16
13951,23220609,5,T9,T16
13952,23220609,0,T6,T14
13953,23220609,0,T6,T15
13954,15860753,0,T5,T25
13955,15860753,0,T9,T26
13956,15860753,0,T10,T26
13957,15860753,7,T11,T27
13958,15860753,7,T12,T27
13959,15860753,7,T1,T14
13960,15860753,0,T3,T15
13961,15860753,0,T4,T15
13962,15860753,0,T3,T16
13963,15860753,0,T4,T16
13964,15860753,7,T3,T17
13965,15860753,7,T4,T17
13966,15860753,7,T3,T18
13967,15860753,7,T4,T18
13968,15860753,7,T3,T19
13969,15860753,7,T4,T19
13970,15860753,7,T3,T20
13971,15860753,7,T4,T20
13972,23589329,0,T10,T30
13973,23589329,0,T10,T31
13974,23589329,0,T7,T26
13975,23589329,0,T8,T26
13976,23589329,0,T3,T12
13977,23589329,0,T3,T13
13978,23589329,0,T6,T23
13979,23589329,0,T6,T25
13980,12742526,11,T1,T24
13981,12742526,11,T1,T25
13982,12742526,10,T2,T24
13983,12742526,10,T2,T25
13984,9928259,4,T15,T24
13985,9928259,11,T14,T22
13986,9928259,11,T14,T23
13987,9928259,11,T1,T25
13988,9928259,11,T1,T21
13989,23494186,8,T3,T11
13990,23494186,8,T4,T11
13991,23494186,8,T5,T11
13992,23041113,6,T2,T18
13993,23041113,6,T1,T12
13994,23544613,11,T8,T16
13995,23146761,6,T4,T29
13996,23146761,6,T4,T30
13997,23146761,7,T8,T31
13998,23246867,0,T7,T40
13999,23246867,8,T8,T41
14000,23246867,8,T11,T50
14001,23246867,7,T13,T52
14002,23246867,8,T2,T14
14003,23246867,8,T2,T15
14004,23246867,0,T3,T17
14005,23246867,0,T3,T18
14006,23246867,8,T1,T17
14007,23246867,8,T2,T17
14008,23246867,8,T1,T18
14009,23246867,6,T5,T28
14010,23246867,0,T6,T30
14011,23246867,0,T6,T31
14012,23246867,0,T6,T32
14013,10740137,6,T9,T19
14014,10740137,6,T9,T22
14015,10740137,8,T13,T24
14016,10740137,10,T16,T24
14017,10740137,8,T17,T20
14018,10740137,8,T1,T20
14019,10740137,8,T2,T20
14020,10740137,8,T3,T20
14021,10740137,8,T4,T20
14022,10740137,8,T5,T20
14023,10740137,8,T6,T20
14024,10740137,6,T8,T21
14025,10740137,6,T10,T21
14026,1318989,1,T18,T29
14027,1318989,4,T17,T28
14028,10405348,8,T20,T41
14029,10405348,8,T20,T42
14030,10405348,8,T21,T41
14031,10405348,8,T21,T42
14032,10405348,11,T9,T35
14033,10405348,10,T11,T35
14034,10405348,10,T18,T35
14035,10405348,0,T7,T34
14036,10405348,0,T8,T34
14037,10405348,8,T17,T39
14038,10405348,8,T17,T40
14039,10405348,8,T19,T22
14040,10405348,8,T19,T23
14041,10405348,8,T1,T24
14042,10405348,8,T2,T24
14043,10405348,8,T1,T25
14044,10405348,8,T1,T25
14045,10405348,0,T3,T24
14046,23291559,0,T3,T14
14047,23291559,0,T3,T15
14048,23291559,0,T7,T21
14049,23291559,0,T1,T16
14050,23291559,0,T1,T10
14051,23291559,7,T2,T12
14052,23291559,0,T2,T13
14053,16418149,9,T4,T12
14054,16418149,7,T1,T13
14055,23055538,6,T2,T17
14056,23193181,0,T2,T10
14057,23193181,0,T2,T11
14058,23620436,6,T3,T10
14059,23620436,7,T3,T11
14060,23532918,4,T16,T26
14061,23532918,4,T16,T27
14062,23532918,4,T16,T28
14063,23532918,4,T17,T26
14064,23532918,4,T17,T27
14065,23532918,4,T17,T28
14066,23532918,4,T9,T24
14067,23532918,5,T10,T25
14068,10381000,10,T4,T8
14069,10381000,10,T4,T9
14070,10381000,10,T5,T12
14071,10381000,10,T5,T13
14072,10381000,10,T6,T12
14073,10381000,10,T6,T13
14074,17592724,5,T17,T27
14075,17592724,5,T10,T20
14076,17592724,5,T13,T22
14077,17592724,5,T3,T18
14078,17592724,11,T2,T21
14079,23093496,1,T15,T32
14080,23093496,1,T16,T32
14081,23093496,1,T19,T33
14082,23093496,1,T20,T33
14083,23093496,5,T1,T23
14084,23093496,5,T7,T26
14085,23093496,5,T8,T26
14086,23093496,5,T9,T26
14087,23093496,1,T7,T26
14088,23093496,1,T8,T26
14089,23093496,1,T9,T26
14090,23231492,9,T1,T11
14091,23231492,9,T1,T12
14092,23519149,6,T2,T19
14093,23519149,7,T2,T20
14094,16554743,5,T18,T34
14095,16554743,5,T17,T33
14096,16554743,8,T2,T22
14097,16554743,8,T3,T22
14098,16554743,8,T3,T22
14099,16554743,8,T4,T22
14100,3917545,8,T34,T47
14101,3917545,8,T34,T48
14102,3917545,8,T19,T41
14103,3917545,8,T19,T42
14104,3917545,8,T27,T45
14105,3917545,11,T25,T45
14106,16959378,11,T8,T14
14107,23117572,11,T8,T17
14108,23117572,11,T8,T18
14109,23117572,11,T8,T19
14110,23117572,8,T1,T13
14111,23117572,8,T2,T13
14112,23117572,7,T1,T14
14113,23117572,7,T2,T14
14114,23117572,11,T3,T14
14115,23117572,11,T4,T16
14116,23424207,8,T21,T41
14117,23424207,8,T21,T42
14118,23424207,8,T21,T43
14119,23424207,8,T21,T44
14120,23424207,8,T21,T45
14121,23424207,8,T21,T46
14122,23424207,8,T21,T47
14123,23424207,8,T27,T48
14124,23424207,8,T27,T49
14125,23424207,8,T27,T50
14126,23424207,8,T27,T51
14127,23424207,8,T27,T52
14128,23424207,8,T27,T53
14129,23424207,8,T27,T54
14130,23424207,8,T27,T55
14131,23424207,8,T27,T56
14132,23424207,8,T27,T40
14133,11157886,6,T6,T17
14134,11157886,6,T8,T21
14135,11157886,6,T6,T18
14136,11157886,6,T2,T10
14137,23261757,7,T6,T11
14138,23261757,7,T6,T12
14139,23261757,7,T6,T13
14140,23261757,7,T6,T14
14141,7816863,4,T4,T14
14142,7816863,4,T7,T15
14143,7816863,4,T8,T16
14144,7816863,1,T9,T17
14145,7816863,4,T2,T11
14146,9521275,8,T4,T10
14147,10601100,7,T1,T16
14148,10601100,6,T2,T17
14149,9572299,5,T10,T34
14150,9572299,5,T10,T29
14151,9572299,9,T17,T31
14152,9572299,9,T17,T32
14153,9572299,8,T16,T31
14154,9572299,8,T16,T32
14155,9572299,5,T16,T31
14156,9572299,5,T16,T32
14157,23314308,0,T13,T26
14158,23314308,0,T18,T29
14159,23314308,8,T19,T29
14160,23314308,4,T1,T30
14161,23314308,11,T4,T22
14162,23314308,11,T6,T24
14163,23314308,11,T8,T25
14164,8710929,11,T8,T19
14165,8710929,11,T9,T19
14166,8710929,8,T10,T19
14167,8710929,8,T11,T19
14168,8710929,11,T12,T20
14169,15007532,4,T12,T19
14170,15007532,4,T11,T14
14171,15007532,4,T3,T14
14172,15007532,4,T6,T15
14173,15007532,4,T6,T16
14174,16636450,10,T2,T10
14175,17573128,8,T1,T4
14176,23293300,8,T9,T44
14177,23293300,8,T10,T44
14178,23293300,8,T9,T20
14179,23293300,8,T10,T20
14180,23293300,11,T8,T32
14181,23293300,11,T8,T33
14182,23293300,11,T8,T34
14183,23293300,11,T8,T35
14184,23293300,8,T13,T46
14185,23293300,8,T13,T47
14186,23293300,11,T14,T47
14187,23293300,8,T17,T48
14188,23293300,8,T1,T19
14189,23293300,8,T2,T48
14190,23293300,8,T2,T19
14191,23293300,11,T3,T21
14192,23293300,11,T3,T22
14193,23293300,8,T6,T28
14194,23293300,8,T6,T29
14195,23293300,8,T6,T30
14196,23293300,11,T15,T46
14197,23293300,11,T15,T47
14198,23177256,8,T10,T19
14199,23177256,8,T8,T12
14200,23177256,8,T8,T15
14201,23177256,8,T9,T12
14202,23177256,8,T9,T15
14203,23177256,8,T7,T18
14204,23177256,9,T1,T11
14205,10839333,5,T9,T21
14206,10839333,7,T7,T20
14207,10839333,5,T1,T11
14208,10839333,5,T3,T12
14209,17275903,11,T11,T34
14210,17275903,10,T12,T34
14211,20204178,7,T7,T26
14212,20204178,6,T14,T34
14213,20204178,6,T16,T34
14214,20204178,6,T17,T38
14215,20204178,6,T18,T38
14216,20204178,7,T2,T22
14217,15931068,0,T6,T9
14218,10089512,8,T1,T5
14219,9254673,7,T1,T12
14220,9254673,7,T1,T13
14221,23376161,6,T7,T16
14222,23376161,6,T7,T17
14223,23376161,6,T7,T18
14224,23376161,6,T7,T19
14225,23376161,6,T7,T20
14226,23376161,6,T7,T21
14227,23376161,6,T7,T22
14228,23376161,6,T7,T23
14229,23376161,6,T9,T24
14230,23376161,8,T10,T26
14231,23376161,6,T10,T27
14232,23376161,6,T10,T13
14233,23376161,8,T4,T15
14234,23376161,8,T2,T14
14235,18336310,8,T3,T12
14236,18336310,8,T3,T14
14237,18336310,8,T3,T15
14238,18336310,8,T5,T12
14239,18336310,8,T5,T14
14240,18336310,8,T5,T15
14241,18336310,8,T7,T12
14242,18336310,8,T7,T14
14243,18336310,8,T7,T15
14244,18336310,8,T8,T12
14245,18336310,8,T8,T14
14246,18336310,8,T8,T15
14247,18336310,8,T9,T12
14248,18336310,8,T9,T14
14249,18336310,8,T9,T15
14250,18336310,10,T11,T13
14251,17049513,8,T4,T26
14252,17049513,8,T4,T12
14253,17049513,8,T4,T18
14254,17049513,8,T4,T17
14255,17049513,8,T4,T20
14256,17049513,8,T4,T22
14257,17049513,8,T4,T23
14258,17049513,8,T5,T25
14259,17049513,6,T5,T24
14260,17049513,8,T9,T28
14261,17049513,8,T9,T29
14262,17049513,8,T2,T19
14263,6374639,8,T4,T18
14264,6374639,8,T5,T18
14265,23611809,11,T11,T41
14266,23611809,11,T3,T40
14267,23611809,11,T12,T41
14268,23611809,11,T13,T41
14269,23611809,11,T14,T41
14270,23611809,11,T15,T41
14271,23611809,11,T16,T41
14272,23611809,11,T17,T41
14273,23611809,11,T18,T41
14274,23611809,11,T19,T41
14275,23611809,11,T20,T42
14276,23611809,11,T20,T43
14277,23611809,11,T21,T42
14278,23611809,11,T21,T43
14279,23611809,11,T22,T42
14280,23611809,11,T22,T43
14281,23611809,11,T28,T45
14282,23611809,5,T4,T30
14283,23611809,5,T5,T30
14284,23611809,5,T6,T30
14285,23611809,11,T4,T30
14286,23611809,11,T5,T30
14287,23611809,11,T6,T30
14288,23611809,11,T9,T35
14289,23611809,5,T9,T35
14290,17588737,6,T1,T16
14291,23339663,8,T15,T34
14292,23339663,8,T16,T34
14293,23339663,8,T8,T21
14294,23339663,8,T9,T21
14295,23339663,8,T8,T22
14296,23339663,8,T9,T22
14297,23339663,8,T8,T23
14298,23339663,8,T9,T23
14299,23339663,8,T8,T24
14300,23339663,8,T9,T24
14301,23339663,8,T11,T27
14302,23339663,9,T14,T33
14303,23339663,5,T2,T33
14304,23339663,8,T7,T19
14305,23339663,8,T7,T20
14306,23339663,5,T12,T28
14307,23022398,4,T12,T17
14308,23022398,8,T3,T16
14309,23059626,4,T2,T26
14310,23059626,4,T2,T27
14311,23059626,6,T3,T28
14312,23059626,6,T3,T29
14313,23059626,6,T3,T30
14314,23059626,6,T3,T31
14315,23059626,6,T3,T32
14316,23059626,6,T3,T33
14317,23059626,6,T3,T34
14318,23059626,6,T3,T35
14319,23059626,6,T4,T5
14320,23059626,6,T4,T6
14321,23059626,6,T4,T8
14322,23059626,6,T1,T9
14323,23059626,6,T1,T10
14324,23059626,6,T1,T11
14325,23059626,7,T1,T12
14326,23059626,7,T1,T13
14327,17592198,8,T5,T11
14328,17592198,8,T5,T12
14329,17592198,8,T7,T13
14330,15204055,5,T7,T18
14331,15204055,5,T8,T18
14332,15204055,5,T9,T18
14333,18847313,4,T6,T16
14334,18847313,8,T1,T9
14335,18847313,8,T2,T9
14336,18847313,8,T3,T9
14337,18847313,8,T1,T10
14338,18847313,8,T2,T10
14339,18847313,8,T3,T10
14340,18847313,8,T1,T11
14341,18847313,8,T2,T11
14342,18847313,8,T3,T11
14343,18847313,8,T1,T12
14344,18847313,8,T2,T12
14345,18847313,8,T3,T12
14346,17588565,5,T5,T18
14347,17588565,5,T4,T18
14348,23042728,8,T6,T19
14349,23042728,8,T9,T19
14350,23042728,8,T6,T20
14351,23042728,8,T9,T20
14352,23042728,8,T12,T21
14353,23042728,6,T13,T22
14354,23042728,6,T13,T23
14355,23197647,8,T8,T19
14356,23197647,11,T3,T14
14357,23473805,8,T27,T43
14358,23473805,8,T27,T44
14359,23473805,8,T22,T42
14360,23473805,11,T23,T42
14361,23473805,11,T24,T42
14362,23473805,6,T3,T32
14363,23473805,8,T3,T33
14364,23473805,8,T8,T35
14365,23473805,8,T7,T35
14366,11455568,10,T13,T36
14367,11455568,10,T13,T37
14368,11455568,10,T14,T36
14369,11455568,10,T14,T37
14370,11455568,8,T7,T31
14371,23361846,11,T1,T30
14372,23361846,11,T1,T31
